pH,nitrogen,phosphorus,potassium,calcium,magnesium,sulfur,iron,manganese,zinc,copper,boron,molybdenum,chlorine,organic_matter,cation_exchange_capacity,base_saturation,soil_texture,disease_name
8.45,44.22,86.86,16.99,75.97,58.37,88.59,13.11,39.2,48.93,54.33,94.95,9.24,75.77,39.59,31.96,42.44,0.14,0.0
5.98,41.61,91.01,74.36,20.02,18.07,11.64,37.87,29.09,57.2,24.54,3.66,48.52,24.51,0.3,17.87,68.38,0.11,3.0
5.22,59.64,19.29,36.57,16.24,24.39,22.84,64.26,54.34,51.09,27.39,44.82,7.69,37.63,3.94,47.04,48.96,0.14,0.0
4.39,55.32,72.29,73.24,40.62,46.24,94.02,75.5,20.33,2.47,71.42,77.55,63.74,73.97,87.62,25.0,66.14,0.11,3.0
5.15,24.81,64.56,26.47,29.75,68.58,93.33,86.1,68.65,94.45,12.74,84.82,43.06,60.7,52.44,11.4,61.8,0.12,0.0
8.14,39.99,67.67,85.79,35.87,87.43,37.56,92.29,20.82,39.98,93.82,66.29,0.26,76.55,53.34,15.73,77.63,0.11,3.0
4.85,91.33,84.89,12.39,96.99,76.62,19.27,32.7,29.92,37.61,2.11,38.23,76.93,68.62,12.71,12.02,58.52,0.13,0.0
5.09,24.69,33.35,21.81,5.09,59.92,23.04,53.98,97.39,24.58,32.75,58.96,75.87,33.92,31.93,13.71,66.97,0.13,0.0
5.79,20.84,86.31,63.68,76.07,43.11,20.03,81.34,38.82,96.65,16.45,27.4,61.21,20.41,8.56,16.16,81.0,0.11,3.0
7.43,12.57,15.3,30.73,89.34,62.39,2.94,56.91,46.57,20.02,91.98,11.33,57.49,5.91,9.55,28.58,52.15,0.14,0.0
7.54,74.17,51.35,10.99,72.35,77.29,18.15,41.92,51.07,52.33,56.27,5.66,55.08,41.93,81.53,26.16,48.62,0.14,0.0
6.51,65.96,45.01,68.35,38.48,83.84,62.38,49.03,29.09,18.57,77.78,16.07,27.59,78.22,45.21,7.33,74.61,0.13,3.0
7.13,28.38,73.25,64.14,10.99,66.45,9.1,52.15,99.65,91.24,3.16,73.92,10.98,78.35,12.36,26.6,66.27,0.12,0.0
6.51,8.26,76.88,61.55,9.52,27.69,72.84,88.84,4.21,75.5,86.57,38.54,18.84,15.72,63.85,26.71,77.68,0.14,0.0
5.26,22.78,30.36,54.94,52.65,34.26,87.69,43.7,36.19,16.53,16.03,5.54,21.18,47.31,46.94,27.15,54.1,0.11,3.0
7.79,91.93,41.7,59.65,12.95,71.08,50.1,17.51,97.65,93.64,17.05,72.28,74.78,49.66,10.9,7.12,77.41,0.11,0.0
7.07,79.07,75.3,68.2,25.76,24.22,70.56,79.46,84.7,27.77,28.04,42.53,49.31,2.65,69.19,48.42,61.43,0.12,3.0
7.64,6.89,93.93,66.68,66.32,34.67,59.04,16.44,4.28,88.53,80.36,61.37,43.69,21.39,73.48,32.21,63.63,0.13,3.0
8.45,33.47,80.32,62.41,17.34,97.29,28.99,31.66,94.4,45.7,22.51,63.58,76.92,52.77,19.48,19.1,41.63,0.11,0.0
8.32,44.04,69.54,67.96,91.97,43.29,17.33,45.79,99.57,43.18,47.54,34.65,38.92,53.52,56.01,10.82,88.06,0.12,1.0
7.7,71.89,62.02,77.79,23.63,84.17,37.96,71.0,12.54,39.61,45.8,4.07,97.3,22.48,26.65,45.58,61.44,0.11,3.0
8.09,60.44,84.86,42.99,3.5,27.55,22.12,93.24,57.45,46.18,5.0,47.87,74.18,1.86,62.5,27.87,86.05,0.13,1.0
4.65,50.17,3.72,73.89,68.13,76.9,53.96,33.02,49.2,99.83,40.26,15.05,0.89,62.23,53.43,33.89,46.24,0.11,3.0
7.36,40.5,99.95,15.87,32.66,46.68,95.28,28.51,49.11,97.34,73.63,80.03,15.55,76.48,31.63,8.45,49.46,0.12,0.0
7.98,58.88,63.44,24.68,12.65,26.96,49.63,6.8,72.1,40.79,37.1,95.43,45.73,39.94,17.8,23.29,45.97,0.13,0.0
5.27,3.24,33.1,93.51,64.24,90.82,90.09,37.94,83.25,14.75,34.13,38.31,91.77,30.04,92.47,37.41,59.82,0.12,3.0
6.12,7.62,84.69,95.81,53.63,69.32,18.66,45.59,10.95,67.15,9.8,94.23,73.42,73.76,77.95,17.24,56.75,0.11,3.0
8.51,61.97,13.82,12.9,73.24,66.45,31.98,44.43,55.14,69.45,34.27,86.58,70.33,75.02,51.99,46.84,65.23,0.13,0.0
6.19,77.87,45.75,4.66,64.98,72.76,25.22,95.68,64.83,32.62,74.87,80.67,87.55,8.16,99.44,16.01,83.13,0.13,1.0
7.49,55.53,64.78,38.34,30.5,4.09,53.1,17.8,45.8,19.18,41.42,56.68,86.17,26.88,0.54,28.17,79.73,0.11,0.0
8.55,66.91,56.37,61.31,87.85,85.0,14.69,80.7,78.26,62.84,13.02,84.73,40.75,32.07,7.64,21.83,81.17,0.13,1.0
5.81,33.93,61.28,12.24,72.67,95.56,6.34,41.31,59.52,71.74,78.06,42.73,8.15,51.92,54.76,45.74,62.42,0.12,0.0
6.32,18.5,87.03,45.49,78.16,1.12,70.04,56.25,63.33,83.85,29.22,0.56,43.52,83.54,81.76,25.91,73.05,0.13,0.0
6.98,58.09,51.02,5.42,53.4,75.85,96.9,38.48,13.52,93.85,98.36,32.43,53.48,61.12,37.92,27.94,85.39,0.12,0.0
7.21,72.39,87.81,63.57,6.89,30.19,48.58,58.25,22.75,26.88,66.67,44.54,41.79,31.56,23.66,16.42,88.67,0.14,0.0
4.51,81.03,30.53,59.66,46.01,85.21,18.69,61.52,80.37,80.26,8.6,65.92,48.64,29.79,23.5,49.64,74.54,0.14,3.0
7.5,27.75,35.17,0.16,11.69,84.03,88.31,97.53,4.85,67.27,4.11,39.3,84.45,49.79,36.48,30.03,76.66,0.13,0.0
7.53,38.38,33.43,11.31,40.69,22.3,1.19,4.65,91.99,88.11,83.71,54.05,58.77,44.13,8.54,5.14,56.03,0.12,0.0
7.72,46.28,81.88,24.88,98.74,40.27,75.24,96.74,59.65,33.21,42.74,38.34,22.88,57.71,21.07,43.08,58.39,0.12,0.0
7.35,50.88,46.63,20.31,5.13,8.72,11.8,82.35,91.96,71.98,43.54,39.82,16.35,93.36,25.55,10.49,45.06,0.11,0.0
7.72,78.78,56.19,64.94,87.63,13.84,91.3,4.67,84.41,33.29,94.06,40.42,97.62,48.54,39.08,24.14,57.07,0.14,3.0
4.98,14.5,76.06,88.93,55.08,3.28,22.18,73.75,7.36,63.51,16.93,75.39,26.92,43.5,0.61,40.0,88.16,0.11,3.0
4.24,21.71,68.25,63.04,23.09,31.23,14.09,94.91,43.17,17.57,96.77,79.57,6.2,84.73,41.0,48.06,50.75,0.13,3.0
5.25,81.76,72.04,60.85,59.56,72.93,93.18,20.1,98.5,98.81,74.64,2.39,78.82,33.51,69.69,37.13,88.95,0.11,1.0
4.15,48.28,48.28,37.04,14.49,66.03,28.36,47.66,77.34,45.36,61.1,40.15,67.84,76.14,92.31,35.99,79.44,0.11,0.0
8.66,96.79,70.37,11.36,34.16,27.71,95.77,50.43,74.8,57.37,34.65,80.8,64.12,48.34,28.29,24.11,59.92,0.12,0.0
5.0,84.58,67.77,50.58,51.98,30.5,41.15,44.19,88.69,36.62,64.26,6.58,63.7,20.92,1.19,9.7,76.7,0.14,3.0
8.26,52.56,51.65,65.26,57.05,47.28,32.33,45.4,6.18,10.93,28.71,86.82,29.0,97.96,57.98,29.75,62.48,0.11,3.0
6.01,26.19,68.77,23.75,26.52,2.51,98.66,91.04,54.45,45.91,2.09,34.0,57.64,36.5,54.93,8.25,86.35,0.11,1.0
7.7,65.15,99.04,93.23,6.19,68.83,21.3,25.13,30.1,66.97,48.41,17.02,20.76,80.66,82.18,41.63,44.58,0.12,0.0
6.74,19.92,49.04,34.71,65.29,96.73,99.28,79.81,65.18,41.8,72.83,97.43,12.81,9.07,94.54,43.95,56.41,0.14,0.0
5.1,91.48,5.4,60.83,99.27,72.77,6.95,74.39,92.97,75.9,50.77,69.09,57.26,80.17,42.16,9.2,86.01,0.14,1.0
7.35,32.84,60.75,58.78,21.88,4.5,19.16,10.0,81.91,57.76,50.29,41.59,84.79,9.71,79.56,6.21,44.68,0.13,3.0
8.83,99.18,77.04,37.78,66.98,61.87,76.3,84.25,60.1,10.04,30.71,8.34,16.72,61.89,17.81,35.83,71.39,0.14,0.0
6.41,1.61,55.32,75.12,71.42,51.26,52.16,69.92,64.06,16.57,42.37,75.42,72.56,38.77,88.31,8.18,83.93,0.12,1.0
6.76,22.37,49.48,77.6,26.09,68.74,50.08,39.17,53.14,25.7,95.66,96.17,22.24,98.61,4.62,49.43,72.01,0.12,3.0
7.47,16.13,73.82,10.23,27.02,75.75,58.61,72.22,11.64,48.27,95.28,14.66,48.36,34.51,70.72,23.79,59.37,0.12,0.0
4.57,96.11,79.01,6.67,77.23,44.48,10.24,21.42,16.11,11.93,7.99,86.88,95.11,49.28,23.6,22.43,87.51,0.13,0.0
4.65,82.21,11.85,31.88,52.37,45.08,51.28,5.84,62.97,4.68,56.99,20.22,66.14,75.75,89.69,11.57,77.98,0.11,0.0
7.36,64.77,33.91,41.69,14.08,53.18,27.96,38.23,1.31,36.09,99.87,15.44,28.64,86.45,87.08,17.83,67.32,0.13,0.0
8.36,28.94,71.73,62.7,75.18,77.7,2.74,56.41,1.45,79.96,74.92,98.27,44.94,5.82,34.33,49.08,85.44,0.13,3.0
4.55,7.84,6.5,43.62,19.12,19.39,79.68,66.27,98.78,23.44,45.66,80.88,47.61,86.96,26.66,48.44,76.6,0.11,0.0
7.87,74.0,38.75,53.98,23.45,72.96,64.35,50.28,56.35,73.04,23.73,32.09,62.46,40.53,54.4,30.74,42.55,0.14,3.0
6.23,1.19,16.4,93.46,65.39,57.31,67.39,40.74,31.07,77.92,89.02,34.69,5.02,59.3,35.84,20.66,62.54,0.12,3.0
6.14,54.24,53.57,62.19,0.25,27.94,81.07,84.9,80.69,65.0,14.78,24.28,60.02,92.04,17.88,35.39,77.29,0.12,0.0
6.16,59.93,15.5,28.38,8.49,84.52,48.18,87.87,2.51,96.63,80.08,69.71,32.28,39.52,96.2,25.41,67.09,0.13,0.0
5.25,40.68,88.61,45.94,6.33,94.0,65.94,0.35,77.2,7.48,28.7,81.07,47.82,57.98,99.1,34.07,63.65,0.12,0.0
6.93,26.83,35.56,22.76,27.44,27.05,1.26,35.6,39.43,96.43,31.04,57.62,96.7,24.74,87.67,6.94,45.4,0.11,0.0
7.87,57.16,89.22,9.01,48.23,41.95,63.6,56.78,72.85,76.53,50.26,65.25,96.03,36.09,96.62,35.63,49.18,0.14,0.0
7.89,22.66,72.11,66.66,54.07,38.19,0.42,36.43,85.04,9.16,90.87,52.71,26.43,24.92,41.04,28.14,54.9,0.13,3.0
6.66,21.58,46.28,97.42,17.35,21.27,91.17,84.82,51.11,76.18,81.52,22.35,19.86,61.1,39.78,15.62,74.59,0.12,0.0
5.46,80.03,42.57,31.7,95.57,69.26,91.12,53.52,97.65,46.8,24.38,90.6,62.5,94.82,55.34,38.36,89.31,0.14,1.0
5.94,73.83,24.26,78.91,87.91,79.23,64.82,97.28,98.78,18.84,1.12,18.49,8.36,93.66,0.24,32.41,78.28,0.11,3.0
6.18,5.15,23.15,45.06,93.18,64.27,2.71,22.71,1.64,11.13,12.8,78.78,70.57,14.8,0.32,11.95,68.35,0.11,0.0
5.0,5.76,53.04,20.68,83.76,56.26,13.27,22.28,79.14,79.76,33.04,47.49,27.9,24.22,69.5,10.63,78.15,0.14,0.0
7.92,5.39,85.55,63.52,60.12,67.15,37.5,29.98,78.65,39.95,83.98,89.61,78.79,99.07,8.54,24.89,85.83,0.13,1.0
5.18,84.67,73.49,66.73,46.49,8.06,62.6,42.79,5.04,30.93,62.03,25.84,62.05,71.61,14.75,24.97,46.45,0.13,3.0
5.0,92.99,59.77,83.59,71.82,11.06,94.44,36.54,31.73,65.09,1.2,0.31,43.91,92.08,72.16,34.35,72.75,0.12,3.0
8.03,64.55,90.56,11.55,99.21,32.32,77.36,91.39,35.13,68.79,13.95,2.96,67.27,15.7,41.93,21.69,69.2,0.13,0.0
8.44,8.95,32.81,52.71,40.89,34.54,73.98,74.59,12.21,66.46,49.58,86.72,37.35,73.76,16.16,41.78,71.69,0.14,3.0
6.56,24.85,11.94,60.91,69.42,10.61,42.02,89.41,83.19,1.36,16.92,36.29,24.09,33.68,20.29,19.69,44.51,0.14,3.0
4.89,34.45,60.13,49.25,44.29,76.49,52.36,77.68,0.73,28.38,82.31,36.09,16.71,24.8,81.59,26.41,64.19,0.13,0.0
6.37,74.27,74.81,97.86,15.48,8.97,43.32,58.18,35.69,34.16,57.07,85.66,9.51,87.7,55.34,22.81,42.9,0.11,0.0
6.8,9.26,59.47,39.22,44.22,38.31,84.87,78.57,42.53,16.05,75.82,19.3,74.23,95.0,55.32,16.53,52.28,0.14,0.0
4.11,52.2,7.24,59.28,72.6,66.84,81.48,29.16,11.54,19.91,78.78,17.92,8.97,72.4,58.4,13.49,87.37,0.12,3.0
5.86,92.21,16.25,16.98,86.05,92.52,42.85,90.76,90.33,91.93,81.92,19.07,98.05,36.68,38.6,48.92,59.63,0.14,0.0
5.84,80.63,7.61,36.75,70.22,55.62,78.16,23.44,58.95,79.92,46.17,37.33,67.11,73.01,72.86,18.88,71.96,0.14,0.0
7.51,91.93,89.28,87.75,41.95,51.84,75.84,40.68,75.45,34.55,99.06,78.43,23.95,25.99,4.87,45.5,82.87,0.14,1.0
4.43,66.27,92.71,67.04,59.2,60.2,56.04,80.02,71.83,80.78,65.97,45.49,24.14,67.04,49.61,18.73,46.03,0.11,3.0
5.36,92.94,15.28,83.61,5.82,4.04,22.99,33.5,98.19,55.39,87.15,5.72,6.44,83.2,91.47,18.09,67.42,0.14,0.0
5.26,87.68,42.51,12.67,56.37,61.84,23.18,59.42,56.34,8.74,17.48,13.92,91.98,68.29,44.36,39.71,77.61,0.14,0.0
